hash	task_id	native_id	process	tag	name	status	exit	module	container	cpus	time	disk	memory	attempt	submit	start	complete	duration	realtime	queue	%cpu	%mem	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	read_bytes	write_bytes	vol_ctxt	inv_ctxt	workdir	scratch	error_action	chunks	dataset	hardware_type	node_type	threads
0a/b23ce5	91	3786525.pbs02	similarity_chunk	breast.004.003/6	similarity_chunk (breast.004.003/6)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633909406535	1633909889574	1633914356969	4950434	4460860		197.7	0.1	526090240.0	11807883264.0	526090240.0	11908595712.0	72110431.0	13629444018.0	6260.0	1871.0	103131370.0	13629432888.0	28302.0	163764.0	/scratch1/btsheal/work/0a/b23ce56cfc4cc8e63d77a6be29b4f4			12	breast.004.003	v100	18b	2
0a/c00acc	95	3786536.pbs02	similarity_chunk	breast.004.003/10	similarity_chunk (breast.004.003/10)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633909824477	1633910728985	1633915127555	5303078	4394025		197.8	0.1	526630912.0	11807887360.0	526635008.0	11841490944.0	72110578.0	13524555549.0	6273.0	1862.0	103131375.0	13524544508.0	25162.0	162666.0	/scratch1/btsheal/work/0a/c00acc8718396720cb2353a28ac6c2			12	breast.004.003	v100	18b	2
0a/dc92cb	169	3756367.pbs02	similarity_chunk	breast.004.002/12	similarity_chunk (breast.004.002/12)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633464993475	1633465003551	1633471765201	6771726	6742912		199.0	0.3	427155456.0	15932014592.0	448131072.0	16032727040.0	48438655.0	6674186463.0	4303.0	1551.0	79812856.0	6674172410.0	28541.0	240903.0	/scratch1/btsheal/work/0a/dc92cb7c5f56f7190ab52e8b5992f2			16	breast.004.002	p100	16	2
0b/e00a6a	4	3767603.pbs02	similarity_chunk	breast.003.003/0	similarity_chunk (breast.003.003/0)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633590556159	1633590561856	1633598025937	7469778	7441088		198.0	0.3	453713920.0	16033480704.0	454221824.0	16134193152.0	54201497.0	7660530916.0	4554.0	1276.0	85576332.0	7660517546.0	24084.0	290055.0	/scratch1/btsheal/work/0b/e00a6a7122bc20b4682cc4d92191af			12	breast.003.003	p100	16	2
0b/e1562f	18	3674780.pbs02	similarity_chunk	breast.001.004/5	similarity_chunk (breast.001.004/5)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1632833400794	1632834603942	1632836420411	3019617	1835360		196.2	0.3	474238976.0	16084422656.0	487768064.0	16185139200.0	24986699.0	1758943612.0	2552.0	518.0	56363066.0	1758934012.0	15984.0	61508.0	/scratch1/btsheal/work/0b/e1562fd63529735d8f52548d462d9f			8	breast.001.004	p100	16	2
0b/f56db2	60	3638313.pbs02	similarity_chunk	breast.001.002/7	similarity_chunk (breast.001.002/7)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1632544036798	1632545375022	1632565375184	21338386	19987067		99.7	0.2	158838784.0	1202851840.0	179458048.0	1303572480.0	13130359.0	438514862.0	1606.0	335.0	46883781.0	438502824.0	26010.0	28440.0	/scratch1/btsheal/work/0b/f56db299a1be475df59ec20d780480			16	breast.001.002	cpu	7a	2
0c/3f0221	109	3786650.pbs02	similarity_chunk	breast.002.003/0	similarity_chunk (breast.002.003/0)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633910002841	1633910698686	1633911854090	1851249	1152288		196.0	0.1	487362560.0	11739541504.0	493051904.0	11773145088.0	37050986.0	3393772160.0	3764.0	734.0	79203711.0	3393764322.0	6236.0	44469.0	/scratch1/btsheal/work/0c/3f022163f7ec5af64353c65799fbab			12	breast.002.003	v100	18b	2
0c/78942d	23	3651799.pbs02	similarity_chunk	breast.001.003/2	similarity_chunk (breast.001.003/2)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1632722360794	1632722369488	1632780184272	57823478	57803802		99.8	0.1	158621696.0	1200738304.0	187506688.0	1234595840.0	18981365.0	1274751480.0	1967.0	432.0	49677311.0	1274739418.0	26325.0	55255.0	/scratch1/btsheal/work/0c/78942ddd8fd30f976fab05edc39461			8	breast.001.003	cpu	10	2
0c/940703	59	3786462.pbs02	similarity_chunk	breast.004.004/10	similarity_chunk (breast.004.004/10)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633907527356	1633907712198	1633913969585	6442229	6251216		198.2	0.1	556273664.0	12009295872.0	556285952.0	12143562752.0	95500742.0	18408046055.0	7696.0	1859.0	126521589.0	18408034883.0	30928.0	236492.0	/scratch1/btsheal/work/0c/940703f91ca6c57ab92032d531130a			12	breast.004.004	v100	18b	2
0c/d31523	33	3674798.pbs02	similarity_chunk	breast.001.002/4	similarity_chunk (breast.001.002/4)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1632833569693	1632834603989	1632835403323	1833630	801500		196.0	0.3	388104192.0	15832678400.0	409079808.0	15963725824.0	13300536.0	847048804.0	1839.0	517.0	44678077.0	847039252.0	3336.0	25659.0	/scratch1/btsheal/work/0c/d31523ab1a192daf81e2cdd8230aec			8	breast.001.002	p100	16	2
0c/dde2e0	53	3636936.pbs02	similarity_chunk	breast.001.002/0	similarity_chunk (breast.001.002/0)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1632513965565	1632653310647	1632674720975	160755410	21380932		99.8	0.2	142303232.0	1179213824.0	162799616.0	1213132800.0	13130367.0	440833854.0	1607.0	336.0	46883781.0	440821814.0	23309.0	10903.0	/scratch1/btsheal/work/0c/dde2e08360113c2dba0f74e9270bf9			16	breast.001.002	cpu	7a	2
0c/ed81ea	96	3769420.pbs02	similarity_chunk	breast.004.003/11	similarity_chunk (breast.004.003/11)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633618801992	1633625904898	1633639625936	20823944	13720804		198.0	0.3	487079936.0	16066195456.0	487084032.0	16099799040.0	71731720.0	13332333357.0	5837.0	1907.0	103104751.0	13332318163.0	36811.0	492766.0	/scratch1/btsheal/work/0c/ed81ea715ddd31b5c8cf6a92453a26			12	breast.004.003	p100	17	2
0d/154f9e	93	3814274.pbs02	similarity_chunk	breast.002.002/0	similarity_chunk (breast.002.002/0)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1634036637400	1634036673333	1634037307836	670436	583291		192.9	0.1	435634176.0	11638775808.0	435945472.0	11672379392.0	25391415.0	1679874436.0	3020.0	637.0	56415719.0	1679867130.0	27092.0	21278.0	/scratch1/btsheal/work/0d/154f9e53f34f842f869ed3985aeee8			16	breast.002.002	v100	18b	2
0d/89cd39	154	3770615.pbs02	similarity_chunk	breast.003.002/9	similarity_chunk (breast.003.002/9)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633640138511	1633644326142	1633649481781	9343270	5163585		198.5	0.3	417816576.0	15931330560.0	442601472.0	16032043008.0	36725944.0	5095438798.0	3496.0	1274.0	68100870.0	5095425470.0	17701.0	193657.0	/scratch1/btsheal/work/0d/89cd39c79737df85c439c5b26e298b			12	breast.003.002	p100	16	2
0d/d874e9	128	3814315.pbs02	similarity_chunk	breast.003.004/3	similarity_chunk (breast.003.004/3)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1634037597795	1634037605370	1634040267488	2669693	2649974		196.7	0.1	549773312.0	12075712512.0	558166016.0	12142874624.0	72120829.0	7659507629.0	5986.0	998.0	103144089.0	7659499090.0	15196.0	103464.0	/scratch1/btsheal/work/0d/d874e940d06b7a441e62e7ed5148cf			16	breast.003.004	v100	18b	2
0d/fd096d	95	3752744.pbs02	similarity_chunk	breast.002.002/2	similarity_chunk (breast.002.002/2)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633446444381	1633451317841	1633452973352	6528971	1659742		197.3	0.3	421306368.0	15883628544.0	421310464.0	15897235456.0	25012850.0	1670341547.0	2598.0	703.0	56389095.0	1670330090.0	25356.0	58198.0	/scratch1/btsheal/work/0d/fd096da2f4599bb5555d2865a97338			16	breast.002.002	p100	17	2
0e/c884a2	3	3651784.pbs02	similarity_chunk	breast.001.002/0	similarity_chunk (breast.001.002/0)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1632722291302	1632722299437	1632761928404	39637102	39621274		99.8	0.2	161533952.0	1217441792.0	178589696.0	1241985024.0	13134440.0	859010610.0	1611.0	406.0	43861951.0	858998074.0	23960.0	17434.0	/scratch1/btsheal/work/0e/c884a2d9af66d507e9e5753eb2fdc2			8	breast.001.002	cpu	8b	2
0e/dab26e	62	3752245.pbs02	similarity_chunk	breast.003.002/1	similarity_chunk (breast.003.002/1)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633439578988	1633448771387	1633452654288	13075300	3874948		198.8	0.3	414408704.0	15897690112.0	435384320.0	16031961088.0	36725132.0	3838069179.0	3424.0	1062.0	68100870.0	3838056488.0	28321.0	132565.0	/scratch1/btsheal/work/0e/dab26ed7247b7dec228b24d1573dda			16	breast.003.002	p100	16	2
0f/249c08	63	3767652.pbs02	similarity_chunk	breast.004.001/2	similarity_chunk (breast.004.001/2)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633590797467	1633644684434	1633649168092	58370625	4458744		197.3	0.3	395579392.0	15717068800.0	395579392.0	15831339008.0	25131399.0	4493360876.0	2995.0	1932.0	56504537.0	4493345811.0	16806.0	151151.0	/scratch1/btsheal/work/0f/249c081573609f096900934d1b78b2			12	breast.004.001	p100	16	2
0f/6e54b3	37	3786442.pbs02	similarity_chunk	breast.002.004/0	similarity_chunk (breast.002.004/0)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633907436743	1633907441995	1633909118678	1681935	1601897		197.3	0.1	488685568.0	11940909056.0	488693760.0	12008071168.0	48743065.0	4532155564.0	4480.0	733.0	79771193.0	4532147648.0	10286.0	63576.0	/scratch1/btsheal/work/0f/6e54b360a6cf8998dc45872254335f			12	breast.002.004	v100	18b	2
0f/9a05ec	61	3814234.pbs02	similarity_chunk	breast.004.004/0	similarity_chunk (breast.004.004/0)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1634034873897	1634034969910	1634039800936	4927039	4829793		197.1	0.1	588754944.0	12009283584.0	592162816.0	12076445696.0	95503797.0	13636704739.0	7575.0	1489.0	126521584.0	13636694736.0	35808.0	187543.0	/scratch1/btsheal/work/0f/9a05ec380bac4c5cf883761bcdc815			16	breast.004.004	v100	18b	2
0f/f27718	4	3651782.pbs02	similarity_chunk	breast.001.002/1	similarity_chunk (breast.001.002/1)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1632722281633	1632722285730	1632760791760	38510127	38472566		99.8	0.2	159551488.0	1208680448.0	180097024.0	1309401088.0	13134438.0	844839402.0	1611.0	405.0	43867071.0	844826860.0	3130.0	41579.0	/scratch1/btsheal/work/0f/f277180d8ec2a2d3ee4c09da62f654			8	breast.001.002	cpu	8b	2
10/13f228	62	3814235.pbs02	similarity_chunk	breast.004.004/1	similarity_chunk (breast.004.004/1)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1634034878409	1634034975013	1634039715548	4837139	4739844		197.2	0.1	582774784.0	12076392448.0	582774784.0	12143554560.0	95499556.0	13636337247.0	7568.0	1497.0	126521584.0	13636327180.0	24023.0	187173.0	/scratch1/btsheal/work/10/13f228bef442372ce2775fbb9a97b9			16	breast.004.004	v100	18b	2
10/180939	51	3822018.pbs02	similarity_chunk	breast.004.001/2	similarity_chunk (breast.004.001/2)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1634158210368	1634159146181	1634163293401	5083033	4158078		195.2	0.1	404938752.0	11438739456.0	404938752.0	11505901568.0	25517809.0	13449825995.0	4364.0	4906.0	56531155.0	13449806661.0	31193.0	153177.0	/scratch1/btsheal/work/10/1809397f1962f35b4f6d005e78399f			4	breast.004.001	v100	18b	2
10/23ff1b	82	3767842.pbs02	similarity_chunk	breast.002.002/9	similarity_chunk (breast.002.002/9)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633610920011	1633618275995	1633620560685	9640674	2304930		197.2	0.3	410296320.0	15850115072.0	431271936.0	15964389376.0	25012778.0	2224684114.0	2627.0	805.0	56389095.0	2224672228.0	28077.0	77643.0	/scratch1/btsheal/work/10/23ff1b90e1e26df96902cb489991cc			12	breast.002.002	p100	17	2
10/26867a	82	3752665.pbs02	similarity_chunk	breast.004.001/5	similarity_chunk (breast.004.001/5)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633444907303	1633454273272	1633457665744	12758441	3407077		198.9	0.3	407924736.0	15716638720.0	407924736.0	15763804160.0	25116327.0	3400051911.0	2870.0	1550.0	56508633.0	3400038077.0	9789.0	116125.0	/scratch1/btsheal/work/10/26867a639156fe0581fa514797b583			16	breast.004.001	p100	25d	2
10/71e859	193	3757005.pbs02	similarity_chunk	breast.002.004/4	similarity_chunk (breast.002.004/4)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633467021717	1633472162021	1633475563870	8542153	3399845		198.4	0.3	457949184.0	16232800256.0	474476544.0	16299962368.0	48364230.0	3424223043.0	4024.0	701.0	79744569.0	3424219054.0	19205.0	121199.0	/scratch1/btsheal/work/10/71e8593ba425f226fea32b0e0c1aa2			16	breast.002.004	p100	16	2
10/7d9d83	61	3638319.pbs02	similarity_chunk	breast.001.002/8	similarity_chunk (breast.001.002/8)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1632544861036	1632656700814	1632676223145	131362109	19517300		99.8	0.2	160694272.0	1208356864.0	181264384.0	1241968640.0	13134376.0	429765650.0	1610.0	336.0	44551109.0	429753610.0	23117.0	12818.0	/scratch1/btsheal/work/10/7d9d831f4e4de8c55f0bf9821908f3			16	breast.001.002	cpu	7b	2
10/819845	15	3614358.pbs02	similarity_chunk	breast.001.004/2	similarity_chunk (breast.001.004/2)	FAILED	143		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1632336545219	1632412827370	1632499224272	162679053	86396902																/scratch1/btsheal/work/10/819845009647a19466f0d1458ab353		IGNORE	4	breast.001.004	cpu	7a	2
10/9a7ba2	12	3821979.pbs02	similarity_chunk	breast.003.003/1	similarity_chunk (breast.003.003/1)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1634158047543	1634158054752	1634165562083	7514540	7498870		197.3	0.1	506920960.0	11773657088.0	506925056.0	11874369536.0	54584390.0	22783950372.0	5516.0	2912.0	85607046.0	22783936413.0	44673.0	295608.0	/scratch1/btsheal/work/10/9a7ba2badede89ffd4904b56734c62			4	breast.003.003	v100	18b	2
10/c232a5	74	3776915.pbs02	similarity_chunk	breast.003.004/5	similarity_chunk (breast.003.004/5)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633786730214	1633792888631	1633798142672	11412458	5242233		198.8	0.1	566009856.0	12075724800.0	566009856.0	12075778048.0	72122486.0	15221930721.0	6202.0	1619.0	103144083.0	15221920228.0	25131.0	198696.0	/scratch1/btsheal/work/10/c232a5954d698facf25dc85670d967			8	breast.003.004	v100	18b	2
10/fe3e60	108	3777557.pbs02	similarity_chunk	breast.004.002/7	similarity_chunk (breast.004.002/7)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633793771820	1633796650766	1633801096300	7324480	4446647		195.9	0.1	481157120.0	11707265024.0	483782656.0	11740868608.0	48820423.0	13395120290.0	5075.0	2597.0	79839469.0	13395107148.0	26075.0	149029.0	/scratch1/btsheal/work/10/fe3e60d3288b96ee49b57d8dd50f4d			8	breast.004.002	v100	18b	2
11/3284c0	33	3682783.pbs02	similarity_chunk	breast.001.002/12	similarity_chunk (breast.001.002/12)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1632922151826	1632922885894	1632923033975	882149	153708		193.4	0.1	410423296.0	11571138560.0	429912064.0	11705409536.0	13678986.0	444242486.0	2243.0	351.0	44708808.0	444236364.0	2688.0	5105.0	/scratch1/btsheal/work/11/3284c025ab1f2769afbda8f8404eef			16	breast.001.002	v100	18b	2
11/39a82d	13	3679985.pbs02	similarity_chunk	breast.001.001/0	similarity_chunk (breast.001.001/0)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1632909535356	1632909543127	1632910335186	799830	787458		196.7	0.2	356274176.0	15661649920.0	356274176.0	15728812032.0	7474098.0	848511367.0	1526.0	705.0	38854520.0	848499996.0	3961.0	26941.0	/scratch1/btsheal/work/11/39a82d27033f995871bb77015f265e			4	breast.001.001	p100	16	2
11/4df105	4	3674769.pbs02	similarity_chunk	breast.001.003/0	similarity_chunk (breast.001.003/0)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1632833333117	1632833343966	1632834519760	1186643	1165876		196.0	0.3	447758336.0	15950188544.0	458252288.0	15963795456.0	19143636.0	1277073043.0	2195.0	516.0	61649917.0	1277063549.0	4907.0	44172.0	/scratch1/btsheal/work/11/4df10556cdeeaa73f0bd5942c6bc63			8	breast.001.003	p100	16	2
11/4e461f	126	3787166.pbs02	similarity_chunk	breast.004.001/5	similarity_chunk (breast.004.001/5)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633911919771	1633913328875	1633914675116	2755345	1366871		196.9	0.1	417259520.0	11438686208.0	417259520.0	11505848320.0	25510212.0	4491945656.0	3419.0	1866.0	56531161.0	4491934712.0	9156.0	47864.0	/scratch1/btsheal/work/11/4e461f6e637df2480a001d9ae38036			12	breast.004.001	v100	18b	2
11/6c32a1	134	3814325.pbs02	similarity_chunk	breast.003.004/9	similarity_chunk (breast.003.004/9)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1634037922862	1634037933221	1634040632108	2709246	2637933		196.2	0.1	554246144.0	12008628224.0	554246144.0	12075790336.0	72120846.0	7675670197.0	5986.0	997.0	103144089.0	7675661679.0	19244.0	104384.0	/scratch1/btsheal/work/11/6c32a1013a648659606d3ccd7d98a1			16	breast.003.004	v100	18b	2
11/a81735	9	3651786.pbs02	similarity_chunk	breast.001.002/5	similarity_chunk (breast.001.002/5)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1632722300771	1632722309444	1632763262672	40961901	40941840		99.8	0.2	159387648.0	1208463360.0	180174848.0	1242075136.0	13134421.0	877143529.0	1610.0	404.0	43867071.0	877130998.0	2407.0	37686.0	/scratch1/btsheal/work/11/a81735f2373a1a3cf09fc9eccd1e18			8	breast.001.002	cpu	8b	2
11/f67019	119	3754158.pbs02	similarity_chunk	breast.004.003/10	similarity_chunk (breast.004.003/10)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633452198115	1633455373980	1633465723531	13525416	10345649		198.9	0.3	504815616.0	16067710976.0	506916864.0	16168423424.0	71730705.0	10108937512.0	5722.0	1553.0	103104751.0	10108923367.0	33031.0	375741.0	/scratch1/btsheal/work/11/f67019eb7b89197c4863a7732119d0			16	breast.004.003	p100	16	2
12/13400b	45	3752226.pbs02	similarity_chunk	breast.004.004/0	similarity_chunk (breast.004.004/0)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633439497699	1633440274175	1633453995756	14498057	13735164		199.0	0.3	508461056.0	16296079360.0	517083136.0	16296132608.0	95120718.0	13636680323.0	7154.0	1556.0	126494960.0	13636666064.0	28755.0	522444.0	/scratch1/btsheal/work/12/13400bd8524512c6a4567324d6ea7e			16	breast.004.004	p100	16	2
12/1ca795	77	3723987.pbs02	similarity_chunk	breast.002.003/0	similarity_chunk (breast.002.003/0)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633266984866	1633290498043	1633295314128	28329262	4807929		198.5	0.3	421822464.0	15992762368.0	430063616.0	16093474816.0	36672716.0	5090749268.0	3406.0	985.0	68048249.0	5090737174.0	17570.0	174909.0	/scratch1/btsheal/work/12/1ca79539cb64c094ad7ac60e837cdc			8	breast.002.003	p100	16	2
12/1fb5f7	40	3752221.pbs02	similarity_chunk	breast.003.003/11	similarity_chunk (breast.003.003/11)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633439472703	1633439483160	1633445382453	5909750	5902007		199.0	0.3	444944384.0	16026861568.0	447164416.0	16127574016.0	54200828.0	5680646784.0	4497.0	1057.0	85580433.0	5680634077.0	14206.0	215392.0	/scratch1/btsheal/work/12/1fb5f74f2984f0b939499cfef8f7be			16	breast.003.003	p100	17	2
12/3aa5e2	49	3814221.pbs02	similarity_chunk	breast.002.004/4	similarity_chunk (breast.002.004/4)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1634034817700	1634034949682	1634036128318	1310618	1182674		196.4	0.1	528891904.0	11940950016.0	534249472.0	11941003264.0	48742813.0	3424246919.0	4451.0	630.0	79767097.0	3424239534.0	7581.0	45087.0	/scratch1/btsheal/work/12/3aa5e2d78eb2bf35a8812c708daa1d			16	breast.002.004	v100	18b	2
